,submarket_name,cbsaid,building_rating_id,Density,Rent,Revenue,rating_bin,Rent_bin
5282,Meadowood,39900.0,3,50,24.574219,1228.71095,Medium,Medium Quality Expensive
5290,Medford,32780.0,3,32,25.702106028555,822.46739291376,Medium,Medium Quality Expensive
5311,Memphis,32820.0,3,11,24.899143912507466,273.89058303758213,Medium,Medium Quality Expensive
5321,Merced,32900.0,3,5,25.479561502328938,127.39780751164469,Medium,Medium Quality Expensive
5348,Merrifield,47900.0,3,42,29.702712,1247.513904,Medium,Medium Quality Expensive
5350,Merrill,32980.0,3,2,16.872589364915434,33.74517872983087,Medium,Medium Quality Less Expensive
5365,Metro West,36740.0,3,24,25.3103,607.4472000000001,Medium,Medium Quality Expensive
5369,MetroCenter,34980.0,3,11,24.038067,264.418737,Medium,Medium Quality Expensive
5372,Mexico,33020.0,3,1,23.310791480777414,23.310791480777414,Medium,Medium Quality Expensive
5379,Miami Airport,33124.0,3,91,32.303952,2939.6596320000003,Medium,Medium Quality Expensive
5383,Miami Beach,33124.0,3,38,40.245764,1529.339032,Medium,Medium Quality Expensive
5386,Miami Gardens/Opa Locka,33124.0,3,2,33.892523,67.785046,Medium,Medium Quality Expensive
5389,Miami Lakes,33124.0,3,43,32.026789,1377.1519270000001,Medium,Medium Quality Expensive
5398,Mid-Cambridge/Harvard Sq,14460.0,3,44,61.170236,2691.490384,Medium,Medium Quality Expensive
5426,Middlebury,35300.0,3,4,22.012303,88.049212,Medium,Medium Quality Expensive
5431,Middletown,35614.0,3,36,23.332061,839.954196,Medium,Medium Quality Expensive
5442,Midtown,13820.0,3,32,22.468385,718.98832,Medium,Medium Quality Expensive
5445,Midtown,14460.0,3,38,40.782808,1549.7467040000001,Medium,Medium Quality Expensive
5466,Midtown,30780.0,3,36,19.67915,708.4494,Medium,Medium Quality Less Expensive
5491,Midtown Bryan MF,17780.0,3,3,24.02331929345376,72.06995788036127,Medium,Medium Quality Expensive
5494,Midtown College Station MF,17780.0,3,2,21.84453142857371,43.68906285714742,Medium,Medium Quality Expensive
5515,Midtown/Randolph,16740.0,3,30,30.54109,916.2327,Medium,Medium Quality Expensive
5535,Mill Creek/Woodinville,42660.0,3,14,31.483567,440.769938,Medium,Medium Quality Expensive
5537,Milledge MF,12020.0,3,3,22.3199570048783,66.9598710146349,Medium,Medium Quality Expensive
5546,Milpitas,41940.0,3,31,44.959192,1393.734952,Medium,Medium Quality Expensive
5565,Milwaukee-Waukesha-West Allis,33340.0,3,31,16.570800609958237,513.6948189087053,Medium,Medium Quality Less Expensive
5572,Minneapolis CBD,33460.0,3,41,25.299555,1037.281755,Medium,Medium Quality Expensive
5593,Mission Bay/China Basin,41884.0,3,5,72.494631,362.473155,Medium,Medium Quality Expensive
5599,Mission Valley,41740.0,3,60,31.473686,1888.42116,Medium,Medium Quality Expensive
5667,Montrose,33940.0,3,6,22.82984042243413,136.9790425346048,Medium,Medium Quality Expensive
5675,Moorpark/Simi Valley,37100.0,3,28,27.46312,768.96736,Medium,Medium Quality Expensive
5688,Morgan County,36260.0,3,1,12.735141,12.735141,Medium,Medium Quality Less Expensive
5691,Morgan Hill,41940.0,3,14,42.23415,591.2781,Medium,Medium Quality Expensive
5728,Mountain Home,34300.0,3,1,19.28246331760219,19.28246331760219,Medium,Medium Quality Less Expensive
5731,Mountain View,41940.0,3,79,68.25174,5391.88746,Medium,Medium Quality Expensive
5739,Murray,34660.0,3,1,13.721419440000002,13.721419440000002,Medium,Medium Quality Less Expensive
5741,Murray Hill,35614.0,3,54,53.153128,2870.268912,Medium,Medium Quality Expensive
5744,Muscatine,34700.0,3,2,19.587309054394954,39.17461810878991,Medium,Medium Quality Less Expensive
5774,N Savannah/Garden City,42340.0,3,9,23.479501,211.315509,Medium,Medium Quality Expensive
5783,NASA/Clear Lake,26420.0,3,82,23.434434,1921.623588,Medium,Medium Quality Expensive
5809,NE North Metro,44060.0,3,8,20.527624,164.220992,Medium,Medium Quality Expensive
5834,NW Broward/Coral Springs,22744.0,3,63,27.64964,1741.92732,Medium,Medium Quality Expensive
5861,NW Outlying Kern County,12540.0,3,1,26.629247,26.629247,Medium,Medium Quality Expensive
5868,Nacogdoches,34860.0,3,6,19.817564214622077,118.90538528773246,Medium,Medium Quality Less Expensive
5880,Naples,34940.0,3,21,29.556625,620.689125,Medium,Medium Quality Expensive
5882,Naples-Immokalee-Marco Island,34940.0,3,9,22.055190917169405,198.49671825452464,Medium,Medium Quality Expensive
5885,Nashville-Davidson--Murfreesboro--Franklin,34980.0,3,31,25.175927913411797,780.4537653157657,Medium,Medium Quality Expensive
5889,Nassau County,27260.0,3,10,26.480096,264.80096,Medium,Medium Quality Expensive
5896,NatHbr/OxnHill/FtWash,47900.0,3,9,28.28703,254.58327000000003,Medium,Medium Quality Expensive
5907,Navarre,37860.0,3,12,23.240007,278.880084,Medium,Medium Quality Expensive
5955,New Haven-Milford,35300.0,3,7,17.05363821414664,119.37546749902648,Medium,Medium Quality Less Expensive
5981,New York-Jersey City-White Plains,35614.0,3,211,43.481979667959244,9174.6977099394,Medium,Medium Quality Expensive
5986,Newark,35084.0,3,78,26.522003,2068.716234,Medium,Medium Quality Expensive
6022,Newton/Hesston,48620.0,3,1,20.028411,20.028411,Medium,Medium Quality Expensive
6028,Newtown/Witchduck,47260.0,3,33,20.285286,669.414438,Medium,Medium Quality Expensive
6043,Nogales,35700.0,3,6,22.78126881160284,136.68761286961703,Medium,Medium Quality Expensive
6095,North Ames MF,11180.0,3,1,18.173170020672,18.173170020672,Medium,Medium Quality Less Expensive
6099,North Athens MF,12020.0,3,1,20.5770353616,20.5770353616,Medium,Medium Quality Expensive
6103,North Bakersfield,12540.0,3,1,19.883446,19.883446,Medium,Medium Quality Less Expensive
6109,North Beaverton,38900.0,3,18,24.883871,447.909678,Medium,Medium Quality Expensive
6113,North Bethesda/Potomac,47900.0,3,40,29.083016,1163.32064,Medium,Medium Quality Expensive
6116,North Bismarck MF,13900.0,3,10,20.370412973890733,203.70412973890734,Medium,Medium Quality Expensive
6119,North Boise,14260.0,3,22,17.785692,391.285224,Medium,Medium Quality Less Expensive
6121,North Branch/Goose Island,16980.0,3,30,26.990071,809.70213,Medium,Medium Quality Expensive
6133,North Burlington County,37980.0,3,53,22.304175,1182.121275,Medium,Medium Quality Expensive
6138,North Cabell County,26580.0,3,4,17.18416,68.73664,Medium,Medium Quality Less Expensive
6143,North Carolina West/Cherokee Area HOS,22580.0,3,1,16.35636495879163,16.35636495879163,Medium,Medium Quality Less Expensive
6192,North Denver,19740.0,3,33,26.944114,889.155762,Medium,Medium Quality Expensive
6204,North Edison/Woodbridge,35614.0,3,26,32.210086,837.462236,Medium,Medium Quality Expensive
6207,North End/Waterfront,14460.0,3,8,40.98169,327.85352,Medium,Medium Quality Expensive
6219,North Fresno,23420.0,3,29,23.717675,687.812575,Medium,Medium Quality Expensive
6221,North Ft Myers,15980.0,3,2,20.242396,40.484792,Medium,Medium Quality Expensive
6234,North I-17,38060.0,3,19,23.855679,453.25790099999995,Medium,Medium Quality Expensive
6239,North Industrial Mankato MF,31860.0,3,1,11.65358665514988,11.65358665514988,Medium,Medium Quality Less Expensive
6248,North Kitsap County,14740.0,3,2,23.110673,46.221346,Medium,Medium Quality Expensive
6250,North Las Vegas,29820.0,3,49,20.266724,993.069476,Medium,Medium Quality Expensive
6256,North Loop West,26420.0,3,28,22.502742,630.076776,Medium,Medium Quality Expensive
6260,North Mandan MF,13900.0,3,1,18.654655242624305,18.654655242624305,Medium,Medium Quality Less Expensive
6276,North Myrtle Beach,34820.0,3,8,18.704133,149.633064,Medium,Medium Quality Less Expensive
6278,North Naples,34940.0,3,102,29.609636,3020.182872,Medium,Medium Quality Expensive
6281,North Natomas,40900.0,3,28,26.668097,746.706716,Medium,Medium Quality Expensive
6289,North Outlying,10740.0,3,1,18.566427,18.566427,Medium,Medium Quality Less Expensive
6291,North Outlying,36420.0,3,7,19.98062,139.86434,Medium,Medium Quality Less Expensive
6301,North Palm Beach,48424.0,3,83,33.013011,2740.079913,Medium,Medium Quality Expensive
6316,North Port-Sarasota-Bradenton,35840.0,3,20,28.3588731973477,567.177463946954,Medium,Medium Quality Expensive
6325,North Rockville,47900.0,3,65,26.762938,1739.59097,Medium,Medium Quality Expensive
6332,North San Jose,41940.0,3,51,49.681573,2533.760223,Medium,Medium Quality Expensive
6335,North Santa Clara,41940.0,3,31,43.33254,1343.30874,Medium,Medium Quality Expensive
6343,North Shore,33340.0,3,14,18.584571,260.183994,Medium,Medium Quality Less Expensive
6349,North Silver Spring/Rt 29,47900.0,3,31,26.263301,814.162331,Medium,Medium Quality Expensive
6355,North Station/Beacon Hill,14460.0,3,28,44.728706,1252.4037680000001,Medium,Medium Quality Expensive
6362,North Tucson/Oro Valley,46060.0,3,57,24.507383,1396.9208310000001,Medium,Medium Quality Expensive
6366,North Valleys,39900.0,3,1,18.849635,18.849635,Medium,Medium Quality Less Expensive
6391,North/Sussex,33340.0,3,2,16.330312,32.660624,Medium,Medium Quality Less Expensive
6401,Northeast,17820.0,3,73,24.250794,1770.3079619999999,Medium,Medium Quality Expensive
6411,Northeast,30700.0,3,4,19.818523,79.274092,Medium,Medium Quality Less Expensive
6417,Northeast,35614.0,3,7,33.483818,234.386726,Medium,Medium Quality Expensive
6437,Northeast,48620.0,3,36,20.424239,735.272604,Medium,Medium Quality Expensive
6440,Northeast Avenues,41620.0,3,2,28.208249,56.416498,Medium,Medium Quality Expensive
6460,Northeast Dayton,44220.0,3,10,18.640237,186.40237,Medium,Medium Quality Less Expensive
6464,Northeast Denver,19740.0,3,20,23.839212,476.78424,Medium,Medium Quality Expensive
6475,Northeast Jacksonville,27260.0,3,11,21.472294,236.19523400000003,Medium,Medium Quality Expensive
6482,Northeast Leon County,45220.0,3,41,20.033895,821.3896950000001,Medium,Medium Quality Expensive
6486,Northeast Madison,31540.0,3,30,20.592882,617.78646,Medium,Medium Quality Expensive
6520,Northeast Wake County,39580.0,3,8,23.25722,186.05776,Medium,Medium Quality Expensive
6524,Northeast/I-77,16740.0,3,82,26.253004,2152.746328,Medium,Medium Quality Expensive
6536,Northgate/N Seattle,42660.0,3,24,35.456858,850.9645919999999,Medium,Medium Quality Expensive
6555,Northwest,12420.0,3,104,36.085525,3752.8945999999996,Medium,Medium Quality Expensive
6559,Northwest,17820.0,3,32,23.079799,738.553568,Medium,Medium Quality Expensive
6569,Northwest,33460.0,3,42,23.838491,1001.216622,Medium,Medium Quality Expensive
6577,Northwest,36420.0,3,91,18.644129,1696.6157389999998,Medium,Medium Quality Less Expensive
6584,Northwest,41700.0,3,130,23.646034,3073.9844200000002,Medium,Medium Quality Expensive
6594,Northwest Bakersfield,12540.0,3,11,25.643817,282.08198699999997,Medium,Medium Quality Expensive
6608,Northwest Far,26420.0,3,18,19.818397,356.731146,Medium,Medium Quality Less Expensive
6611,Northwest Ft Worth,19100.0,3,18,25.192926,453.472668,Medium,Medium Quality Expensive
6615,Northwest Ithaca MF,27060.0,3,1,23.001015440602103,23.001015440602103,Medium,Medium Quality Expensive
6625,Northwest Las Vegas,29820.0,3,135,24.666065,3329.918775,Medium,Medium Quality Expensive
6629,Northwest Leon County,45220.0,3,6,17.304356,103.82613599999999,Medium,Medium Quality Less Expensive
6631,Northwest Madison,31540.0,3,22,22.642344,498.131568,Medium,Medium Quality Expensive
6635,Northwest Near,26420.0,3,8,20.185954,161.487632,Medium,Medium Quality Expensive
6641,Northwest Outlier,26420.0,3,14,28.771755,402.80457,Medium,Medium Quality Expensive
6657,Northwest Queens,35614.0,3,45,40.700229,1831.510305,Medium,Medium Quality Expensive
6663,Northwest Rochester MF,40340.0,3,1,27.471547846969003,27.471547846969003,Medium,Medium Quality Expensive
6665,Northwest SLO,42020.0,3,3,31.080623,93.241869,Medium,Medium Quality Expensive
6672,Northwest Tucson,46060.0,3,10,23.024062,230.24062,Medium,Medium Quality Expensive
6686,Novato/Ignacio/N Marin,42034.0,3,32,32.732678,1047.445696,Medium,Medium Quality Expensive
6689,O'Hare,16980.0,3,72,20.422983,1470.4547759999998,Medium,Medium Quality Expensive
6714,Oakland-Port/Jack London,36084.0,3,12,45.37897,544.54764,Medium,Medium Quality Expensive
6724,Oakton,47900.0,3,12,25.206888,302.482656,Medium,Medium Quality Expensive
6733,Ocean City MF,18880.0,3,1,19.695125530895687,19.695125530895687,Medium,Medium Quality Less Expensive
6749,Office Ctr/West LBJ Ext,19100.0,3,41,23.625717,968.654397,Medium,Medium Quality Expensive
6752,Ogden-Clearfield,36260.0,3,7,24.72270575862125,173.05894031034873,Medium,Medium Quality Expensive
6756,Ogden/Porters Neck,48900.0,3,6,23.547416,141.284496,Medium,Medium Quality Expensive
6773,Okmulgee County,46140.0,3,1,16.481664,16.481664,Medium,Medium Quality Less Expensive
6783,Old Shoe Factory District MF,17860.0,3,1,19.767750409119518,19.767750409119518,Medium,Medium Quality Less Expensive
6784,Old South Baton Rouge,12940.0,3,1,18.910399,18.910399,Medium,Medium Quality Less Expensive
6792,Old Town Harrisonburg MF,25500.0,3,5,16.55553786282458,82.7776893141229,Medium,Medium Quality Less Expensive
6794,Old Town MF,11180.0,3,1,18.42956493014393,18.42956493014393,Medium,Medium Quality Less Expensive
6805,Olympia-Tumwater,36500.0,3,13,26.66172766999919,346.6024597099895,Medium,Medium Quality Expensive
6827,Orange County,20500.0,3,52,26.476413,1376.773476,Medium,Medium Quality Expensive
6842,Orchards,38900.0,3,8,23.76881,190.15048,Medium,Medium Quality Expensive
6849,Orlando Airport,36740.0,3,10,26.131057,261.31057,Medium,Medium Quality Expensive
6853,Orlando Central Park,36740.0,3,24,20.251915,486.04596000000004,Medium,Medium Quality Expensive
6864,Osage County,46140.0,3,2,17.040623,34.081246,Medium,Medium Quality Less Expensive
6866,Osceola Outlying,36740.0,3,17,30.417027,517.089459,Medium,Medium Quality Expensive
6874,Otay Mesa,41740.0,3,3,34.866585,104.599755,Medium,Medium Quality Expensive
6883,Ottumwa,36900.0,3,3,20.86605700537578,62.59817101612734,Medium,Medium Quality Expensive
6891,Outer Churchill County,21980.0,3,1,23.637109,23.637109,Medium,Medium Quality Expensive
6895,Outer Islands,42340.0,3,3,23.186266,69.558798,Medium,Medium Quality Expensive
6906,Outer Schenectady County,10580.0,3,7,19.128215,133.897505,Medium,Medium Quality Less Expensive
6917,Outlying Allen County,23060.0,3,37,20.312467,751.561279,Medium,Medium Quality Expensive
6919,Outlying Arapahoe County,19740.0,3,1,27.350116,27.350116,Medium,Medium Quality Expensive
6935,Outlying Cameron County,15180.0,3,4,21.687972,86.751888,Medium,Medium Quality Expensive
6939,Outlying Chatham County,42340.0,3,3,20.787994,62.36398200000001,Medium,Medium Quality Expensive
6946,Outlying Chesterfield,40060.0,3,1,15.704414,15.704414,Medium,Medium Quality Less Expensive
6955,Outlying Cleveland County,36420.0,3,1,19.012095,19.012095,Medium,Medium Quality Less Expensive
6960,Outlying Collier County,34940.0,3,3,25.92779,77.78337,Medium,Medium Quality Expensive
6963,Outlying Collin County,19100.0,3,6,31.223952,187.343712,Medium,Medium Quality Expensive
6966,Outlying Columbia County,12260.0,3,11,16.311209,179.42329900000001,Medium,Medium Quality Less Expensive
6979,Outlying Douglas County,19740.0,3,1,23.866514,23.866514,Medium,Medium Quality Expensive
6980,Outlying Douglas County,20260.0,3,1,22.607142,22.607142,Medium,Medium Quality Expensive
6992,Outlying Elmore County,33860.0,3,3,13.701055,41.103165000000004,Medium,Medium Quality Less Expensive
7022,Outlying Howard County,12580.0,3,4,22.282619,89.130476,Medium,Medium Quality Expensive
7041,Outlying Lubbock County,31180.0,3,6,19.253897,115.523382,Medium,Medium Quality Less Expensive
7046,Outlying Madison County,27140.0,3,3,19.892078,59.67623400000001,Medium,Medium Quality Less Expensive
7070,Outlying NE Clark County,29820.0,3,4,15.70543,62.82172,Medium,Medium Quality Less Expensive
7090,Outlying Rock Island Cnty,19340.0,3,2,19.605477,39.210954,Medium,Medium Quality Less Expensive
7098,Outlying SLO County,42020.0,3,1,32.795192,32.795192,Medium,Medium Quality Expensive
7107,Outlying Scott County,19340.0,3,11,18.401326,202.414586,Medium,Medium Quality Less Expensive
7110,Outlying Sebastian County,22900.0,3,1,13.443539,13.443539,Medium,Medium Quality Less Expensive
7112,Outlying Sedgwick County,48620.0,3,4,24.979228,99.916912,Medium,Medium Quality Expensive
7130,Outlying Washington Cnty,22220.0,3,5,19.706404,98.53201999999999,Medium,Medium Quality Less Expensive
7146,Oxford,37060.0,3,11,25.493950848641443,280.4334593350559,Medium,Medium Quality Expensive
7174,Paducah,37140.0,3,6,16.464156223945782,98.7849373436747,Medium,Medium Quality Less Expensive
7176,Pahrump,37220.0,3,4,21.96683967942349,87.86735871769396,Medium,Medium Quality Expensive
7188,Palm Bch Cty Outlying,48424.0,3,14,42.163918,590.294852,Medium,Medium Quality Expensive
7192,Palm Beach,48424.0,3,17,63.938601,1086.956217,Medium,Medium Quality Expensive
7195,Palm Bluffs,23420.0,3,39,24.813469,967.7252910000001,Medium,Medium Quality Expensive
7201,Palo Alto,41940.0,3,82,85.978517,7050.238394,Medium,Medium Quality Expensive
7206,Panama City,37460.0,3,46,24.494315982743363,1126.7385352061947,Medium,Medium Quality Expensive
7213,Paradise Valley,38060.0,3,53,24.860881,1317.626693,Medium,Medium Quality Expensive
7219,Parham East,40060.0,3,15,19.296384,289.44576,Medium,Medium Quality Less Expensive
7223,Paris,37540.0,3,1,21.291951550780006,21.291951550780006,Medium,Medium Quality Expensive
7228,Park 100,26900.0,3,12,19.85063,238.20756,Medium,Medium Quality Less Expensive
7238,Park Mile,31084.0,3,10,39.510714,395.10714,Medium,Medium Quality Expensive
7251,Parker/Castle Rock,19740.0,3,52,34.595061,1798.943172,Medium,Medium Quality Expensive
7266,Parkway West Corridor,38300.0,3,44,20.44976,899.78944,Medium,Medium Quality Expensive
7270,Parsippany,35084.0,3,107,23.305773,2493.717711,Medium,Medium Quality Expensive
7273,Parsons,37660.0,3,2,20.55975070176263,41.11950140352526,Medium,Medium Quality Expensive
7280,Pasco County,45300.0,3,160,22.846614,3655.45824,Medium,Medium Quality Expensive
7284,Passaic Rt 46/23,35614.0,3,40,25.495556,1019.82224,Medium,Medium Quality Expensive
7295,Payson,37740.0,3,4,29.7502885386151,119.0011541544604,Medium,Medium Quality Expensive
7300,Pecos,37780.0,3,2,27.845527230021407,55.691054460042814,Medium,Medium Quality Expensive
7305,Pelham/I-85,24860.0,3,24,17.907945,429.79068000000007,Medium,Medium Quality Less Expensive
7316,Penn Plaza/Garment,35614.0,3,252,49.300824,12423.807648,Medium,Medium Quality Expensive
7325,Pensacola-Ferry Pass-Brent,37860.0,3,10,21.470657399782546,214.70657399782544,Medium,Medium Quality Expensive
7333,Perdido,37860.0,3,4,25.308893,101.235572,Medium,Medium Quality Expensive
7357,Philadelphia-Camden-Wilmington,37980.0,3,82,24.117849385447023,1977.663649606656,Medium,Medium Quality Expensive
7384,Pine Bluff,38220.0,3,9,17.38612152659946,156.47509373939513,Medium,Medium Quality Less Expensive
7390,Pioneer Sq/Waterfront,42660.0,3,33,35.776131,1180.612323,Medium,Medium Quality Expensive
7410,Plano,19100.0,3,68,25.374702,1725.479736,Medium,Medium Quality Expensive
7414,Plantation,22744.0,3,69,27.680834,1909.977546,Medium,Medium Quality Expensive
7419,Platte River,19740.0,3,18,35.540739,639.7333020000001,Medium,Medium Quality Expensive
7438,Pleasanton,36084.0,3,54,34.593904,1868.0708160000001,Medium,Medium Quality Expensive
7444,Plymouth Mtg/Blue Bell,37980.0,3,66,25.670509,1694.253594,Medium,Medium Quality Expensive
7450,Point West,40900.0,3,15,27.215438,408.23157,Medium,Medium Quality Expensive
7454,Points West MF,22020.0,3,3,19.224958602133494,57.67487580640048,Medium,Medium Quality Less Expensive
7463,Polk County,41420.0,3,5,23.85738,119.2869,Medium,Medium Quality Expensive
7476,Pontiac,19820.0,3,34,20.793121,706.966114,Medium,Medium Quality Expensive
7498,Portales,38780.0,3,1,15.210647999999999,15.210647999999999,Medium,Medium Quality Less Expensive
7522,Posey County,21780.0,3,1,16.244431,16.244431,Medium,Medium Quality Less Expensive
7525,Post Oak Park,26420.0,3,11,26.19517,288.14687000000004,Medium,Medium Quality Expensive
7547,Preston Center,19100.0,3,21,34.241666,719.0749860000001,Medium,Medium Quality Expensive
7561,Princeton North,35084.0,3,37,23.910885,884.702745,Medium,Medium Quality Expensive
7574,Provo-Orem,39340.0,3,11,22.238440158096584,244.6228417390624,Medium,Medium Quality Expensive
7578,Pulaski Heights MF,12020.0,3,1,22.704299884244833,22.704299884244833,Medium,Medium Quality Expensive
7599,Queen Anne/Magnolia,42660.0,3,34,33.948345,1154.2437300000001,Medium,Medium Quality Expensive
7610,Quincy/Braintree,14460.0,3,54,25.442678,1373.904612,Medium,Medium Quality Expensive
7614,Quorum/Bent Tree,19100.0,3,100,22.820963,2282.0962999999997,Medium,Medium Quality Expensive
7621,Racine,39540.0,3,2,19.022438674584354,38.04487734916871,Medium,Medium Quality Less Expensive
7638,Rancho Bernardo,41740.0,3,41,32.268924,1323.025884,Medium,Medium Quality Expensive
7644,Reading,39740.0,3,3,22.655366095615562,67.96609828684669,Medium,Medium Quality Expensive
7659,Redding/Chico HOS,17020.0,3,27,19.711742225504963,532.217040088634,Medium,Medium Quality Less Expensive
7662,Redding/Chico HOS,39820.0,3,7,18.602560980899856,130.217926866299,Medium,Medium Quality Less Expensive
7665,Redlands/Loma Linda,40140.0,3,43,24.858171,1068.901353,Medium,Medium Quality Expensive
7668,Redmond,42660.0,3,27,33.847862,913.8922739999999,Medium,Medium Quality Expensive
7674,Regency,36540.0,3,6,26.440924,158.645544,Medium,Medium Quality Expensive
7678,Reisterstown Rd Corridor,12580.0,3,69,23.370945,1612.5952049999999,Medium,Medium Quality Expensive
7682,Reno,39900.0,3,10,27.160275484047485,271.60275484047486,Medium,Medium Quality Expensive
7689,Research Park,41620.0,3,7,24.963158,174.742106,Medium,Medium Quality Expensive
7692,Research Triangle,20500.0,3,49,23.394536,1146.332264,Medium,Medium Quality Expensive
7696,Reston,47900.0,3,70,27.447086,1921.29602,Medium,Medium Quality Expensive
7702,Richardson,19100.0,3,77,23.090903,1777.9995310000002,Medium,Medium Quality Expensive
7711,Richmond,40060.0,3,23,18.976339802170827,436.455815449929,Medium,Medium Quality Less Expensive
7723,Ridgefield,14860.0,3,12,27.909954,334.919448,Medium,Medium Quality Expensive
7737,River North,16980.0,3,102,31.480431,3211.003962,Medium,Medium Quality Expensive
7741,River Oaks-Brookhollow MF,10180.0,3,2,13.833543621000961,27.667087242001923,Medium,Medium Quality Less Expensive
7742,River Ridge,35380.0,3,1,20.185126,20.185126,Medium,Medium Quality Expensive
7744,Riverfront MF,13900.0,3,2,20.673638707736394,41.34727741547279,Medium,Medium Quality Expensive
7760,Riverside-San Bernardino-Ontario,40140.0,3,42,24.931633241377636,1047.1285961378608,Medium,Medium Quality Expensive
7762,Riverstone MF,17660.0,3,2,28.66911487134861,57.33822974269722,Medium,Medium Quality Expensive
7765,Riverway,26420.0,3,10,26.458905,264.58905000000004,Medium,Medium Quality Expensive
7786,Rochester,40380.0,3,26,22.728923827794066,590.9520195226457,Medium,Medium Quality Expensive
7797,Rockford,40420.0,3,4,14.357010133370244,57.428040533480974,Medium,Medium Quality Less Expensive
7811,Rockside Corridor,17460.0,3,23,19.00448,437.10304,Medium,Medium Quality Less Expensive
7815,Rockville,47900.0,3,47,28.106504,1321.005688,Medium,Medium Quality Expensive
7819,Rockwall,19100.0,3,24,27.695401,664.689624,Medium,Medium Quality Expensive
7833,Rolla,40620.0,3,6,17.532210083595913,105.19326050157548,Medium,Medium Quality Less Expensive
7839,Roosevelt MF,26980.0,3,2,24.32442917922977,48.64885835845954,Medium,Medium Quality Expensive
7846,Roseville/Rocklin,40900.0,3,160,25.854967,4136.79472,Medium,Medium Quality Expensive
7851,Roswell,40740.0,3,2,28.57419674593745,57.1483934918749,Medium,Medium Quality Expensive
7858,Route 1,39580.0,3,40,21.562714,862.50856,Medium,Medium Quality Expensive
7886,Route 28 Corridor North,47900.0,3,66,25.061939,1654.087974,Medium,Medium Quality Expensive
7889,Route 28 Corridor South,47900.0,3,72,24.955576,1796.801472,Medium,Medium Quality Expensive
7893,Route 287 East,35614.0,3,46,23.58174,1084.76004,Medium,Medium Quality Expensive
7901,Route 29/I-66 Corridor,47900.0,3,36,26.957898,970.484328,Medium,Medium Quality Expensive
7916,Route 4/17,35614.0,3,43,27.54036,1184.23548,Medium,Medium Quality Expensive
7920,Route 46 Corridor,35614.0,3,21,27.603115,579.6654149999999,Medium,Medium Quality Expensive
7923,Route 7 Corridor,47900.0,3,31,26.306839,815.512009,Medium,Medium Quality Expensive
7927,Route 78 East,35084.0,3,78,24.946434,1945.821852,Medium,Medium Quality Expensive
7934,Route 83 Corridor North,12580.0,3,39,22.098228,861.830892,Medium,Medium Quality Expensive
7951,Royal Palm Bch/Wellington,48424.0,3,22,34.868389,767.104558,Medium,Medium Quality Expensive
7960,Rt 290 Corridor,43900.0,3,4,21.631668,86.526672,Medium,Medium Quality Expensive
7969,Ruston,40820.0,3,4,21.52345586968977,86.09382347875908,Medium,Medium Quality Expensive
7978,S Asheville/Royal Pines,11700.0,3,24,24.052059,577.249416,Medium,Medium Quality Expensive
7983,S Central Madison,31540.0,3,15,22.350416,335.25624,Medium,Medium Quality Expensive
7990,S Ft Myers/San Carlos,15980.0,3,174,20.987863,3651.888162,Medium,Medium Quality Expensive
8005,S Seattle,42660.0,3,30,32.393034,971.79102,Medium,Medium Quality Expensive
8022,SE Guilford County,24660.0,3,2,17.050827,34.101654,Medium,Medium Quality Less Expensive
8024,SE Kent County/Caledonia,24340.0,3,2,20.120637,40.241274,Medium,Medium Quality Expensive
8028,SE Las Vegas/Henderson,29820.0,3,39,20.359355,794.014845,Medium,Medium Quality Expensive
8042,SE Orange Outlying,36740.0,3,14,33.419943,467.8792020000001,Medium,Medium Quality Expensive
8056,SE Ozaukee/I-43 Corr,33340.0,3,17,18.833956,320.177252,Medium,Medium Quality Less Expensive
8079,SW New London/East Lyme,35980.0,3,8,22.295398,178.363184,Medium,Medium Quality Expensive
8085,SW Orange Outlying,36740.0,3,4,33.568651,134.274604,Medium,Medium Quality Expensive
8101,Sacramento--Roseville--Arden-Arcade,40900.0,3,49,23.42771583904509,1147.9580761132092,Medium,Medium Quality Expensive
8118,Salem County,37980.0,3,6,21.749602,130.497612,Medium,Medium Quality Expensive
8133,Salt Lake City,41620.0,3,26,18.23125323185358,474.01258402819303,Medium,Medium Quality Less Expensive
8141,San Antonio-New Braunfels,41700.0,3,24,22.18429818792795,532.4231565102708,Medium,Medium Quality Expensive
8157,San Felipe/Voss,26420.0,3,28,24.754545,693.12726,Medium,Medium Quality Expensive
8169,San Jose-Sunnyvale-Santa Clara,41940.0,3,64,37.577678410092446,2404.9714182459165,Medium,Medium Quality Expensive
8209,Sandy South Towne,41620.0,3,28,24.246537,678.903036,Medium,Medium Quality Expensive
8216,Sanford,41820.0,3,9,18.339504153207596,165.05553737886837,Medium,Medium Quality Less Expensive
8218,Santa Ana,11244.0,3,39,28.898913,1127.057607,Medium,Medium Quality Expensive
8226,Santa Clarita Valley,31084.0,3,52,36.423945,1894.0451400000002,Medium,Medium Quality Expensive
8240,Santa Monica Mountains,31084.0,3,1,51.987188,51.987188,Medium,Medium Quality Expensive
8265,Saunders County,36540.0,3,1,23.397317,23.397317,Medium,Medium Quality Expensive
8271,Sawgrass Park,22744.0,3,18,32.361437,582.5058660000001,Medium,Medium Quality Expensive
8275,Schaumburg Area,16980.0,3,198,19.176781,3797.0026379999995,Medium,Medium Quality Less Expensive
